School,Department,Name,Designation,Profile_Link,Education_Details,Post_Doctoral_Experiences,Areas_of_Specialization
School of Advanced Sciences (SAS),Physics,Dr.Anuj Ram Baitha,Assistant Professor,https://vit.ac.in/physics/dr-anuj-ram-baitha,"[{""Institution"": ""IIT Kanpur"", ""Degree"": ""Ph.D."", ""Specialization"": ""Plasma Physics"", ""Graduation_Year"": ""2021""}, {""Institution"": ""IIT Kanpur"", ""Degree"": ""M.Sc."", ""Specialization"": ""Physics Major"", ""Graduation_Year"": ""2014""}, {""Institution"": ""St. Xavier\u2019s College Ranchi"", ""Degree"": ""B.Sc."", ""Specialization"": ""Physics Hons"", ""Graduation_Year"": ""2011""}]","Centre of Plasma Physics - Institute for Plasma Research (CPP-IPR) Sonapur, Assam from 23rd July,  2021 - 2nd November, 2021","[""Plasma Physics"", ""Dipole plasma"", ""ECR plasma confinement"", ""Space plasma"", ""and Plasma diagnostics""]"
School of Advanced Sciences (SAS),Physics,Dr.Anusha P T,Assistant Professor,https://vit.ac.in/physics/dr-anusha-p-t,"[{""Institution"": ""University of Hyderabad"", ""Degree"": ""Ph.D."", ""Specialization"": ""Ultrafast spectroscopy and nonlinear optics"", ""Graduation_Year"": ""2016""}, {""Institution"": ""Mahatma Gandhi University"", ""Degree"": ""M.Sc."", ""Specialization"": ""Physics"", ""Graduation_Year"": ""2009""}, {""Institution"": ""Calicut University"", ""Degree"": ""B.Sc."", ""Specialization"": ""Physics"", ""Graduation_Year"": ""2007""}]","National Chiao Tung University, Taiwan","[""Optics and Spectroscopy"", ""Femtosecond dynamics"", ""Nonlinear Optics"", ""Laser Physics""]"
School of Advanced Sciences (SAS),Physics,Dr.Aman Kumar Singh,Assistant Professor,https://vit.ac.in/physics/dr-aman-kumar-singh,"[{""Institution"": ""Institute of Science, Banaras Hindu University"", ""Degree"": ""Ph.D."", ""Specialization"": ""Physics"", ""Graduation_Year"": ""2020""}, {""Institution"": ""Institute of Science, Banaras Hindu University"", ""Degree"": ""M.Sc."", ""Specialization"": ""Physics"", ""Graduation_Year"": ""2013""}, {""Institution"": ""Institute of Science, Banaras Hindu University"", ""Degree"": ""B.Sc."", ""Specialization"": ""Physics"", ""Graduation_Year"": ""2011""}]",Indian Institute of Technology Kanpur (2020- 2022),"[""Nonlinear dynamics and Chaos"", ""Nonequilibrium Statistical Physics""]"
School of Advanced Sciences (SAS),Physics,Dr. Amit Roy,Assistant Professor,https://vit.ac.in/physics/dr-amit-roy,"[{""Institution"": ""Indian Institute of Science (IISc), Bangalore"", ""Degree"": ""Ph.D."", ""Specialization"": ""Experimental Condensed Matter Physics (Organic semiconductor)"", ""Graduation_Year"": ""2022""}, {""Institution"": ""National Institute of Science Education and Research,  (NISER), Bhubaneswar"", ""Degree"": ""Integrated 5-Year MSc"", ""Specialization"": ""Physics"", ""Graduation_Year"": ""2012""}]","Selected for The Malaviya Postdoctoral Fellowships, IOE 2022 (Declined)","[""Experimental Condensed Matter Physics; Organic Semiconductor"", ""Conducting Polymers"", ""Charge Transport.""]"
School of Advanced Sciences (SAS),Physics,Dr.Amrita Dey,Assistant Professor,https://vit.ac.in/physics/dr-amrita-dey,"[{""Institution"": ""IIT Bombay"", ""Degree"": ""Ph.D."", ""Specialization"": ""Photophysics of OLEDs"", ""Graduation_Year"": ""2018""}, {""Institution"": ""IIT Kharagpur"", ""Degree"": ""M.Sc."", ""Specialization"": ""Physics"", ""Graduation_Year"": ""2011""}, {""Institution"": ""University of Burdwan"", ""Degree"": ""B.Sc."", ""Specialization"": ""Physics"", ""Graduation_Year"": ""2009""}]","Alexander von Humboldt postdoctoral fellow in Ludwig Maximilian University of Munich, Germany (2018 - 2022)","[""Optical Spectroscopy"", ""Optoelectronics"", ""Semiconductor Physics"", ""Colloidal Nanocrystals"", ""Organic Semiconductors""]"
School of Advanced Sciences (SAS),Physics,Dr.Atul Thakre,Assistant Professor,https://vit.ac.in/physics/dr-atul-thakre,"[{""Institution"": ""AcSIR, CSIR-National Physical Laboratory, New Delhi"", ""Degree"": ""Ph.D."", ""Specialization"": ""Materials Science and Engineering"", ""Graduation_Year"": ""2018""}, {""Institution"": ""AcSIR, CSIR-National Physical Laboratory, New Delhi"", ""Degree"": ""M.Tech."", ""Specialization"": ""Advanced Material Physics & Engineering"", ""Graduation_Year"": ""2015""}, {""Institution"": ""University Institute of Technology, Barkatullah University, Bhopal, MP"", ""Degree"": ""B.E."", ""Specialization"": ""Electronics and Communication Engineering"", ""Graduation_Year"": ""2010""}]","Yonsei University, South Korea (1st July 2022 - 31st Dec 2022)Hanyang University, South Korea (1st July 2021 - 30st June 2022)Yeungnam University, South Korea (1st Oct 2018 - 30st June 2021)","[""Neuromorphic Resistive Random-Access Memory Devices"", ""Piezoelectric"", ""Pyroelectric and Ferroelectric Materials and their applications in sensors""]"
School of Advanced Sciences (SAS),Physics,Dr. Deepak Bhat,Assistant Professor,https://vit.ac.in/physics/dr-deepak-bhat,"[{""Institution"": ""IIT Madras"", ""Degree"": ""Ph.D."", ""Specialization"": ""Biological Physics"", ""Graduation_Year"": ""2016""}, {""Institution"": ""IIT Guwahati"", ""Degree"": ""M.Sc."", ""Specialization"": ""Physics"", ""Graduation_Year"": ""2010""}, {""Institution"": ""JSS College, Dharwad"", ""Degree"": ""B.Sc."", ""Specialization"": ""Physics"", ""Graduation_Year"": ""2008""}]","2019-2022: Okinawa Institute of Science and Technology, Japan2017-2019: Santa Fe Institute, USA2015-2017: International Centre for Theoretical Sciences, Bangalore","[""Non-equilibrium Statistical Physics"", ""Biological Physics"", ""Complex Systems""]"
School of Advanced Sciences (SAS),Physics,Dr. Dhanoj Gupta,Assistant Professor,https://vit.ac.in/physics/dr-dhanoj-gupta,"[{""Institution"": ""IIT (ISM) Dhanbad"", ""Degree"": ""Ph.D."", ""Specialization"": ""Atomic and Molecular Physics"", ""Graduation_Year"": ""2014""}, {""Institution"": ""Mizoram University, Aizawl"", ""Degree"": ""M.Sc."", ""Specialization"": ""Condensed Matter Physics"", ""Graduation_Year"": ""2010""}, {""Institution"": ""St. Josephs College, Darjeeling, NBU"", ""Degree"": ""B.Sc."", ""Specialization"": ""Physics Honors"", ""Graduation_Year"": ""2008""}]","Weizmann Institute of Science, Israel (Mar. 2019 ~ Sep 2021) Korea Institute of Energy Research, South Korea (Nov. 2015 ~ Feb. 2019)","[""Atomic and Molecular Physics"", ""Electron and positron scattering"", ""Ion trapping and its dynamics"", ""Electrostatic traps.""]"
School of Advanced Sciences (SAS),Physics,Dr.Gopal,Assistant Professor,https://vit.ac.in/physics/dr-gopal,"[{""Institution"": ""IIT Kanpur"", ""Degree"": ""Ph.D."", ""Specialization"": ""Physics/Theoretical Cosmology and Astrophysics"", ""Graduation_Year"": ""2016""}, {""Institution"": ""Himachal Pradesh University, Shimla"", ""Degree"": ""M.Sc."", ""Specialization"": ""Physics/ Nuclear and Particle Physics"", ""Graduation_Year"": ""2009""}, {""Institution"": ""Himachal Pradesh University, Shimla"", ""Degree"": ""B.Sc."", ""Specialization"": ""Physics"", ""Graduation_Year"": ""2007""}]",,"[""Cosmology and Astrophysics"", ""Cosmic Evolution and Structure Formation"", ""Dark Energy and Dark Matter"", ""Physics Beyond Standard Model""]"
School of Advanced Sciences (SAS),Physics,Jagadeesh Sure,Assistant Professor,https://vit.ac.in/physics/jagadeesh-sure,"[{""Institution"": ""Homi Bhabha National Institute, Mumbai  @Indira Gandhi Centre for Atomic Research Campus, Kalpakkam"", ""Degree"": ""Ph.D."", ""Specialization"": ""Materials Science & Engineering"", ""Graduation_Year"": ""2014""}, {""Institution"": ""Physics Department, Andhra University , Andhra Pradesh"", ""Degree"": ""M.Sc."", ""Specialization"": ""Materials Science"", ""Graduation_Year"": ""2008""}, {""Institution"": ""Sri Krishnadevaraya University, Andhra  Pradesh"", ""Degree"": ""B.Sc."", ""Specialization"": ""Mathematics, Physics and Chemistry"", ""Graduation_Year"": ""2006""}]","(i)  Post doctoral Researcher/Visiting Scientist (academic) - 4 Years (Department of Materials Science and Metallurgy, University of Cambridge, United Kingdom) -2014 to 2018, ii) Researcher- 1 year (Department of Materials Science and Metallurgy, University of Nizwa, Oman) -2018 to 2019, (iii Researcher Associate- 1 Year (Brookhaven National Laboratory (National lab), New York, USA)- 2019-2020","[""Biomaterials"", ""Energy materials"", ""Corrosion"", ""Nanomaterials  Alloys   (Ti-based"", ""Ni-based and high-entropy alloys )""]"
School of Advanced Sciences (SAS),Physics,Dr. Jitendra Kumar Behera,Assistant Professor,https://vit.ac.in/physics/dr-jitendra-kumar-behera,"[{""Institution"": ""Singapore University of Technology and Design, Singapore"", ""Degree"": ""Ph.D."", ""Specialization"": ""Engineering Product Development (Material Science and Engineering)"", ""Graduation_Year"": ""2018""}, {""Institution"": ""IIT Kharagpur, India"", ""Degree"": ""M.Sc."", ""Specialization"": ""Physics"", ""Graduation_Year"": ""2010""}, {""Institution"": ""Utkal University, India"", ""Degree"": ""B.Sc."", ""Specialization"": ""Physics"", ""Graduation_Year"": ""2008""}]","RWTH Aachen University, GermanyDalian University of Technology, China","[""Thin film"", ""Materials\u2019 Growth Design and Characterisation"", ""Crystal Nanostructure Design"", ""Non-Volatile Memory"", ""Chalcogenides"", ""Data Storage"", ""Photonics"", ""Metamaterials and Plasmonics""]"
School of Advanced Sciences (SAS),Physics,Dr.Kanhaiya Lal Pandey,Assistant Professor,https://vit.ac.in/physics/dr-kanhaiya-lal-pandey,"[{""Institution"": ""Raman Research Institute Bangalore, India"", ""Degree"": ""Ph.D."", ""Specialization"": ""Astrophysics"", ""Graduation_Year"": ""2014""}, {""Institution"": ""Deen Dayal Upadhyay Gorakhpur University, Gorakhpur, UP, India"", ""Degree"": ""M.Sc."", ""Specialization"": ""Physics"", ""Graduation_Year"": ""2006""}, {""Institution"": ""Deen Dayal Upadhyay Gorakhpur University, Gorakhpur, UP, India"", ""Degree"": ""B.Sc."", ""Specialization"": ""Physics and Computer Science"", ""Graduation_Year"": ""2004""}]","Indian Institute of Astrophysics, Bangalore (2021 - 2022)International Centre for Theoretical Sciences - TIFR, Bangalore (2019 - 2021)Indian Institute of Astrophysics, Bangalore (2016 - 2019)National Center for Radio Astrophysics - TIFR, Pune (2014 - 2016)","[""Theoretical Astrophysics/Cosmology""]"
School of Advanced Sciences (SAS),Physics,Dr.Kuraganti Vasu,Assistant Professor,https://vit.ac.in/physics/dr-kuraganti-vasu,"[{""Institution"": ""University of Hyderabad"", ""Degree"": ""Ph.D."", ""Specialization"": ""Condensed Matter Physics"", ""Graduation_Year"": ""2012""}, {""Institution"": ""Andhra University"", ""Degree"": ""M.Sc.,"", ""Specialization"": ""Condensed Matter Physics"", ""Graduation_Year"": ""2005""}, {""Institution"": ""Nagarjuna University"", ""Degree"": ""B.Sc.,"", ""Specialization"": ""Physics"", ""Graduation_Year"": ""2003""}]",,"[""Materials Physics"", ""Energy Materials"", ""Thin Films""]"
School of Advanced Sciences (SAS),Physics,Dr. Laxmi Narayan Tripathi,Assistant Professor,https://vit.ac.in/physics/dr-laxmi-narayan-tripathi,"[{""Institution"": ""Indian Institute of Science, Bangalore"", ""Degree"": ""Ph.D."", ""Specialization"": ""Nanophotonics and Nanoplasmonics"", ""Graduation_Year"": ""2014""}, {""Institution"": ""Gorakhpur University, Gorakhpur (UP)"", ""Degree"": ""M.Sc."", ""Specialization"": ""Electronics"", ""Graduation_Year"": ""2006""}, {""Institution"": ""Gorakhpur University, Gorakhpur (UP)"", ""Degree"": ""B.Sc."", ""Specialization"": ""Physics, Chemistry, and Mathematics"", ""Graduation_Year"": ""2004""}]","TEQIP-Assistant Professor : BIT-Mesra Ranchi (2018 - 2020) Post doctoral researcher : University of Wuerzburg, Germany (2016 - 2018)Post doctoral researcher : Seol National University, Seoul, South Korea (2014 - 2016)","[""Integrated quantum-photonics"", ""Quantum-Materials"", ""Nanoplasmonics"", ""Photoelectrochemical green-hydrogen generation""]"
School of Advanced Sciences (SAS),Physics,Dr.Leema Rose Viannie,Assistant Professor,https://vit.ac.in/physics/dr-leema-rose-viannie,"[{""Institution"": ""Indian Institute of Science, Bangalore"", ""Degree"": ""Ph.D."", ""Specialization"": ""Instrumentation and Applied Physics"", ""Graduation_Year"": ""2017""}, {""Institution"": ""Christ College, Bangalore"", ""Degree"": ""M.Sc."", ""Specialization"": ""Physics"", ""Graduation_Year"": ""2009""}, {""Institution"": ""St. Joseph\u2019s College of Arts and Science, Bangalore"", ""Degree"": ""B.Sc."", ""Specialization"": ""Physics, Mathematics and Electronics"", ""Graduation_Year"": ""2007""}]",,"[""Nanomaterial based sensors"", ""Piezoelectric Bioceramics"", ""Supercapacitors"", ""Thin film device""]"
School of Advanced Sciences (SAS),Physics,Dr. Mounika Gosika,Assistant Professor,https://vit.ac.in/physics/dr-mounika-gosika,"[{""Institution"": ""Indian Institute of Science Bangalore"", ""Degree"": ""Ph.D."", ""Specialization"": ""Physics"", ""Graduation_Year"": ""2020""}, {""Institution"": ""Indian Institute of Technology Madras"", ""Degree"": ""Integrated M.S."", ""Specialization"": ""Physics"", ""Graduation_Year"": ""2014""}]","Polymers and Soft Matter Group, Materials Physics Center, San Sebastian, Spain (Feb 2021 to Nov 2022) with Dr. Angel J. MorenoDept. of Physics, Indian Institute of Science Bangalore, India (Oct 2020 to Jan 2021) with Prof. Prabal K. Maiti. McKettaDept. of Chemical Engineering, The University of Texas at Austin, TX, USA (Feb 2020 to Sep 2020) with Prof. Venkat Ganesan","[""Computational soft-matter physics"", ""Molecular dynamics simulations"", ""Polymer physics"", ""bio-physics""]"
School of Advanced Sciences (SAS),Physics,Dr.Murali R,Assistant Professor,https://vit.ac.in/physics/dr-murali-r,"[{""Institution"": ""Pondicherry Central University"", ""Degree"": ""Ph.D."", ""Specialization"": ""Nonlinear Atom Optics (BEC)"", ""Graduation_Year"": ""2011""}, {""Institution"": ""University of Madras"", ""Degree"": ""M.Sc."", ""Specialization"": ""Physics/Electronics"", ""Graduation_Year"": ""1998""}, {""Institution"": ""University of Madras"", ""Degree"": ""B.Sc."", ""Specialization"": ""Physics"", ""Graduation_Year"": ""1995""}]",,"[""Bose-Einstein Condensation"", ""Nonlinear fiber optics"", ""Stability of nonlinear systems"", ""Medical Physics""]"
School of Advanced Sciences (SAS),Physics,Dr.Pankaj Sheoran,Assistant Professor,https://vit.ac.in/physics/dr-pankaj-sheoran,"[{""Institution"": ""Jamia Millia Islamia, New Delhi"", ""Degree"": ""Ph.D."", ""Specialization"": ""Astrophysics, General Relativity, Black Hole Physics, Modified Theories of Gravity"", ""Graduation_Year"": ""2016""}, {""Institution"": ""Jamia Millia Islamia, New Delhi"", ""Degree"": ""M.Sc."", ""Specialization"": ""Theoretical Physics"", ""Graduation_Year"": ""2009""}, {""Institution"": ""Dronacharya Government College, Gurugram, Haryana"", ""Degree"": ""B.Sc."", ""Specialization"": ""Physics, Chemistry, Mathematics"", ""Graduation_Year"": ""2007""}]","Instituto de Física y Matemáticas, Universidad Michoacana de San  Nicolás de Hidalgo. Edificio C-3, 58040 Morelia, Michoacán, México (June 2018 - May 2020)Department of Physics, Institute of Science, Banaras Hindu University (B.H.U.), Varanasi, India (April 2021- October 2021)Department of Physics, Gurukula Kangri Deemed University, Haridwar, UK, India (November 2021- October 2022)","[""Astrophysics"", ""General Relativity"", ""Black Hole Physics"", ""Modified Gravity Theories"", ""Cosmology""]"
School of Advanced Sciences (SAS),Physics,Dr.Premkumar S,Assistant Professor,https://vit.ac.in/physics/dr-premkumar-s,"[{""Institution"": ""Madurai Kamaraj University, Madurai, Tamil Nadu, India"", ""Degree"": ""Ph.D."", ""Specialization"": ""Computational Materials Science and Spectroscopy"", ""Graduation_Year"": ""2017""}, {""Institution"": ""N.M.S.S.V.N. College, Madurai, Tamil Nadu, India"", ""Degree"": ""M.Sc."", ""Specialization"": ""Physics"", ""Graduation_Year"": ""2011""}, {""Institution"": ""V.H.N.S.N. College, Virudhunagar, Tamil Nadu, India"", ""Degree"": ""B.Sc."", ""Specialization"": ""Physics"", ""Graduation_Year"": ""2009""}]","Two and half years in IISc, Bangalore, IndiaOne and half years in University of Newcastle, AustraliaFour months in IIT Madras, Chennai, India","[""Computational Physics"", ""Synthesis of nanoporous activated carbon"", ""Characterization Techniques"", ""DFT Calcualtions""]"
School of Advanced Sciences (SAS),Physics,Dr.Rambabu Yalavarthi,Assistant Professor,https://vit.ac.in/physics/dr-rambabu-yalavarthi,"[{""Institution"": ""Indian Institute of Technology Madras, Chennai"", ""Degree"": ""Ph.D."", ""Specialization"": ""Material Physics"", ""Graduation_Year"": ""2017""}, {""Institution"": ""A.S.N. College, Acharya Nagarjuna University, Guntur"", ""Degree"": ""M.Sc."", ""Specialization"": ""Condensed Matter Physics"", ""Graduation_Year"": ""2008""}, {""Institution"": ""Priyadarshini degree College, Acharya Nagarjuna university, Guntur"", ""Degree"": ""B.Sc."", ""Specialization"": ""Physics and Computer Sciences"", ""Graduation_Year"": ""2006""}]","June 2023 - Present : Marie-Curie Research fellow, Faculty of Physics, Ludwig Maximillian University of Munich, Germany2017 - 2022 : Post-Doc, RCPTM/CATRIN-Palacky university in Olomouc, Czech Republic","[""Plasmonics"", ""Material Physics"", ""Photo-electrochemistry"", ""Charge transport studies"", ""Spectroscopy""]"
